ID	LD03	LD03.1	LD03.2	LD06	LD06.1	LD06.2	LD09	LD09.1	LD09.2	LD12	LD12.1	LD12.2	LD15	LD15.1	LD15.2	LD18	LD18.1	LD18.2	LD21	LD21.1	LD21.2	LD24	LD24.1	LD24.2
Ot18g01770	251.864720145135	243.911587615148	239.300206046466	286.313687389996	274.098518369226	270.937744139178	350.444367670268	295.075403002477	294.987549203286	381.810641363249	357.75972873412	364.986316231667	372.963630724383	380.636333010075	372.516401752976	341.537890814159	346.761327423498	346.62614770909	273.488600304329	267.547071212309	255.930433675296	280.017228772199	286.589034866069	296.949884967359
Ot18g00930	316.949430182268	343.23815951241	332.664237448767	339.770634329093	360.451345899976	360.386095338633	352.326645756407	352.246116749993	350.687215654435	339.367496174712	346.966929624053	359.514630941365	345.863337910513	354.683455678571	347.692456248054	345.138191519307	350.95142555548	342.945561228485	328.138140199249	322.320056550907	328.752381114784	315.327269604706	314.10793793676	324.591798153114
Ot19g00260	309.07815241495	324.908094593582	316.542852818032	320.82279291989	337.242664974518	346.701555881848	329.99312869941	340.242983114586	349.822135332087	329.353716836487	326.470790134223	332.196562660163	330.644146219951	328.540522777951	298.965769691714	331.516797474688	310.829204659751	300.945668669985	325.985717165943	323.357657345166	353.505530476851	311.97689410364	323.829400708995	342.231245359572
Ot18g01010	236.043062067233	244.208491677173	200.70919931283	274.883357304713	270.981430358158	265.365847863209	333.450447751584	355.197236981717	365.304751671306	348.460707127355	373.275441513874	386.633554087295	324.163744760008	339.789280785216	331.730470938346	292.566198136377	303.965614410114	316.262591233539	270.822070704433	278.267182373822	272.551825823687	252.966047070738	256.240956015185	226.824058934799
Ot08g01300	330.58211709877	320.56965500161	320.474272845988	304.049866114802	289.171147684599	293.061487437167	205.979432546589	206.637971889629	175.864343954944	235.396676136242	254.351092495541	263.118712212806	321.984493057064	332.654955047254	327.738192501537	359.2267445933	373.953793599152	375.122974795508	359.09851677374	342.802378077423	358.976726691666	323.388677132904	320.586942863189	326.04055908635
Ot09g02520	309.562518411587	326.689044770755	321.186063117618	315.921950325085	325.26537932851	339.604809916905	335.519012760255	349.357876484101	371.455147106462	315.209851567468	315.448324218755	339.46648982527	333.287109227224	328.030196534717	319.627882398806	341.812091352992	339.052209501028	340.408203201125	313.822679579045	308.715346042218	321.470588157182	302.924770676943	311.651163547931	308.529770180307
Ot10g01790	266.245590712515	308.124394638356	NA	271.413900353313	307.351163721135	307.610466279543	288.857418953673	307.499859826193	263.548161802191	307.039868395794	322.891085779677	358.815676013706	314.089706195742	325.417268461656	285.880104012512	329.332003014579	323.726524046934	289.799387869573	324.097707513029	336.05438100053	362.564346337991	315.135213640125	309.230667541114	323.947245559654
Ot11g02530	361.75225942293	365.453042040149	366.322043228663	334.645166512249	349.461825301476	345.843054935809	227.123505034329	233.016762223972	239.950600609108	224.24070698733	224.861161083797	217.815168524999	232.267490567721	228.701991701998	218.405594052571	277.545160383322	276.729888786746	266.411374319232	328.957650674874	322.358928862505	318.718059214987	350.644691843365	361.29622254007	355.709557760953
Ot13g00030	299.28333936404	290.00275470597	293.543829558331	311.758985807757	304.013045669207	296.366521189032	314.001150230512	322.130483270419	315.04002598496	319.43002598714	307.508263645453	325.176387655277	309.191553178883	328.808574927182	319.862287950272	298.590629949748	315.293093631836	304.226075687921	321.375091510177	331.048513512677	319.06776062413	304.448748865605	295.718948105492	292.473661698644
Ot12g00630	331.364806327865	338.22633105347	343.926037398776	321.546075411617	339.748232336409	340.321165258423	291.644677440476	300.978737667997	304.324342975806	299.205106424137	302.617461514951	308.442915567143	305.82769724488	299.428141961147	303.31759959049	286.10786198183	293.836926824031	300.650095507054	306.636544551228	309.478386889127	311.028516115255	326.003236918943	333.039288919394	332.781972571492
Ot11g01380	324.881417679827	309.418561179058	311.151867723211	312.430581931893	285.56877820953	275.139912301781	271.628471621637	229.498812101688	216.959310365509	296.882428676409	276.630021359538	265.906108881772	314.685456710788	318.154823957599	305.251253661284	326.601454015095	334.498025736374	325.796433781346	343.168577585238	353.778069963235	NA	333.489654979985	336.91014962405	331.698988421628
Ot11g02560	299.590063127714	307.784212116978	304.366394109455	308.267835690111	NA	324.312712044398	316.599788548081	325.681765729327	NA	301.536967805591	308.65055167592	326.773404095657	234.563704829482	233.708151530699	242.912061823939	223.459897086228	201.808505819622	217.712520550623	273.903840737456	250.100189280037	252.051262312632	306.241238265045	286.974795074893	282.029206098724
Ot13g00080	279.341763842596	289.367204650882	293.265813159973	262.831129924515	251.258067276679	254.893698859122	336.665999152862	349.255715561801	NA	284.106649184866	323.598841705465	333.923149369506	250.905961126952	234.596052439042	225.468493228447	258.21744672494	249.915110165717	248.562952727881	301.930953942055	314.04059419809	311.702560883796	318.060059279803	309.538215423542	312.550110008222
Ot12g00910	318.370910592723	324.482020055036	315.547176904959	NA	338.083631055201	329.466752374595	317.280482015862	309.704595262262	314.755545165374	302.452778475621	311.077820716415	301.169190753217	289.235167337114	295.529397208996	290.883574516193	276.751075467733	277.417937145554	263.506988407708	297.288331190663	295.538669451296	287.796737565007	312.425640001562	309.034051480866	301.635933339155
Ot11g01410	316.03828684873	335.617133645868	353.45681232787	325.986834890177	343.992228930903	354.49751779457	339.466183067614	326.069861545499	336.934529375279	333.898117953222	332.115932398852	350.833053310973	334.617916509263	329.353067110536	317.091552644016	334.884449877186	334.553959287433	316.452579692831	322.713591087156	326.33570543586	337.517662906208	324.564234732076	327.943223172575	344.264809644303
Ot11g02580	294.949815777437	303.008669928593	304.253524912657	292.1018161132	320.55893399648	318.342708743116	335.204642059789	352.432562088805	350.14095796	295.882865957936	316.543145706887	314.536177357286	222.347257307551	208.141236201188	211.942797834775	192.860122082261	189.014205449949	198.776474240967	237.695650205199	218.024103284745	209.998791609956	290.65625200195	275.757638038244	273.522127478644
Ot13g00200	288.123256998381	282.577238767907	290.590689835193	269.971919324925	257.44627424981	259.865714541533	330.420266034989	327.934048686356	333.859899920252	334.923731128734	338.008030552938	343.776232969919	326.188691418302	335.397402508902	329.16366248985	319.247725185802	323.665869328199	323.013401653732	318.647913219628	340.035654522244	339.270335756299	301.929501933335	311.563715400647	312.079167367448
Ot12g00900	339.938142683576	326.203443776311	324.715893238434	331.989082564865	324.669691054454	329.350739196367	305.570633823449	308.735770992981	303.303681910915	309.916710741008	296.132441575479	302.135961386011	322.621254039791	316.384489357371	315.917583886785	323.782647967317	314.786061587279	328.010707664826	325.773746571911	319.827256158531	322.407433836625	346.741681949966	327.754341856759	333.294752201502
Ot11g01450	303.929383915514	306.232906192594	307.240914589658	294.341528835356	289.993568669443	288.544931501561	276.371264300298	274.960947769224	270.184447368901	304.558875960059	321.621728164273	326.520804742144	333.255879299742	331.827268048959	323.45159773559	339.419900179012	338.845870862897	334.243746445236	341.076638882533	352.469459381894	355.479433411565	332.444354682382	325.553039433846	325.628079303507
Ot11g02680	307.342086190064	307.43484794313	309.097246255847	315.752374254541	332.535526413183	333.726523150044	335.387461571166	359.319416810395	363.148938158647	294.302475849948	314.302199673101	315.287389760508	313.125115409745	327.402442895966	320.895138237384	332.048173565687	363.036303972696	349.278411707971	322.188348463096	320.43963684202	336.066855797816	306.00830461918	293.307702462835	297.968256014897
Ot11g02940	326.830142838138	340.758040178857	335.715563186084	342.813246580841	344.702013917156	354.40661943513	318.242833685959	346.620407627123	354.475544364715	311.724475002393	327.63734612242	339.812029160702	314.526683888632	319.057759279121	310.901702660525	310.498776121292	318.786864615737	309.070456621194	321.398290179092	322.473151047309	326.058486472513	325.983067803306	329.931607707509	330.945804604098
Ot13g00290	304.941158219124	319.602394323777	313.382769330179	310.638044265652	313.354893587102	328.902661719879	306.431440489359	319.144198882099	338.363766998469	331.798548922563	315.981547895476	337.485718882987	325.55685605215	345.752551647519	327.724583244717	342.124187654316	345.99431149985	340.889540066027	346.632088193132	343.526174304969	359.004462187014	329.284363428382	335.179491620523	335.078977945102
Ot12g00910	324.192472949604	346.180309369579	335.053526291485	333.974633016529	370.895412983758	372.386974893323	347.383857498291	362.987311988654	383.183727033372	315.468132998478	328.993908316916	335.216333754563	310.367471240432	313.625924282774	301.089117098761	302.055111078669	302.683562920946	289.467971906168	310.789854570048	310.871685304703	315.28407844714	312.041812951916	313.731826240517	305.646334463518
Ot17g01350	298.382380662895	284.916612444961	292.480921742243	302.030631590101	297.094178023011	303.157440731269	306.508612191942	306.643494549128	307.285982461645	312.5312509674	335.666144346468	345.446425675561	294.650728664879	301.224439042155	302.704572890638	284.581532588687	299.804615637325	314.198801350192	323.654506016294	327.670175261828	332.425323862332	314.063864445197	296.876421883477	299.6667514035
Ot17g00180	250.482150491101	201.930990395633	204.46879563915	312.006807127292	294.227208304309	301.476505901136	349.086878626717	324.79870638166	328.06560135085	366.350615151853	360.585264480841	369.949561688671	336.553464619941	333.341647340783	342.716557554139	287.553790265045	282.462233733518	304.600354004478	229.1484271166	201.33355867833	204.821220602695	238.916089691091	191.748472004869	197.009848048668
Ot18g01250	309.948375954948	333.502734524464	350.000359464552	330.331682079229	370.389844203149	366.869158343838	321.807143291412	354.241449891732	388.503852795875	280.082409399373	274.111974436912	320.237489701378	272.893248780792	265.326422106337	275.983118615456	261.755528276817	263.092952283975	266.927894689605	275.206210821806	290.265377788486	293.405481307549	302.757479839226	325.39483329345	322.854852502886
Ot18g00080	302.874175096917	319.626862346345	323.927936689102	279.480810001823	275.969517789518	271.542892600979	284.050750579815	267.140473487493	264.513265775999	321.469530123596	314.284876359661	334.023844962292	321.00987390508	331.295654670775	320.379475076979	326.111259580844	330.951805685107	318.516661664099	322.653669560109	336.105146631455	340.323379418911	334.782034384392	342.483477716775	343.976966082966
Ot07g01100	302.432363093909	319.984880188652	322.647980864369	297.711110813907	320.144157346192	323.669486471826	319.380468712434	320.50878095347	329.524176210579	319.954963581874	313.021045356282	316.17669651849	320.243566892178	322.440547939858	314.573079455977	294.769232937004	323.185373022272	317.929949350058	316.296281714047	332.120010416664	329.382269748038	308.48070830425	325.273414170201	328.190709490998
Ot07g03210	329.103950638847	349.981777757607	350.169497255675	340.652152005605	360.830504306343	365.955318645493	330.086675199008	333.430446284044	346.905310412372	321.549317633904	330.340415756762	343.090621515512	303.05481058821	298.29873905901	302.6687676919	289.983606780963	293.147774820564	302.478953330329	276.891544464827	293.239028710314	289.247233067985	310.436483071337	326.376941935498	327.577170319959
Ot07g02560	289.998701432797	311.087065558347	313.162100763401	292.017031998289	311.652890740652	316.220989381613	322.742809827643	329.04403379094	318.840144251482	331.373893343678	334.164562796879	352.629573009431	336.709277106362	351.366031691171	346.449363402719	342.908752501816	357.89188778983	335.975362597469	321.390690834631	325.639483758118	337.023868527329	312.387595560461	308.344400495624	311.965102165674
Ot07g01660	297.537416130852	302.460888520783	301.429026796786	295.388918263461	320.624444186847	321.552520062426	329.503416975329	NA	NA	285.873674452982	330.054477111147	333.971543856912	132.38153371275	91.6360120331137	101.531117891404	69.5580101924593	81.1969876287079	80.9676205411764	147.806542507058	154.189313885207	147.906489542873	280.31329800825	282.696498678943	277.468972733332
Ot07g00940	328.783308373588	340.870834678036	346.553816049626	299.781374561071	323.008288070635	319.772564518603	262.367366685951	259.966839266233	251.970398431569	301.026491619113	296.718752495209	303.273491996008	306.477002368899	318.553076120553	315.323434480615	322.275501234416	329.595242015207	323.809492318396	336.131887746379	336.645357865657	340.992874356384	328.866254851219	335.945837352252	327.532804656167
Ot08g00180	272.311436411289	284.046172315595	288.008818350672	287.78249181872	297.442136916304	299.755654847548	329.56331177648	349.239587241631	354.144933360884	304.419786423943	328.510928020109	336.116681174581	304.780627009982	325.194667873869	317.270934041553	296.510226506795	314.835845189022	299.52913419453	307.433603165499	322.495309640418	329.209775538326	300.130157130496	301.700900454233	298.220729579645
Ot07g00150	326.812438322351	338.950230601479	342.515280311943	327.437895599511	338.441581893069	342.853272616539	290.140605576846	295.682560585707	298.93886012776	290.226483472285	287.325107807318	294.633987503868	279.725420251182	286.220933688423	280.249369662192	287.898729279497	290.180511978324	294.740871195712	280.846999252305	281.64948710191	278.093834031416	312.65571848695	331.535435204847	328.401637437805
Ot07g01620	316.613792918204	319.733507992225	320.918139665806	322.31345369459	318.763602335814	318.237289706316	297.743770323961	317.925962765165	326.526646458399	273.020187307662	302.106135116139	304.726202671181	268.165726959408	293.153171892081	276.917546781527	286.406380304907	288.904826142596	268.393595921293	305.072556050463	327.078064780255	321.919115105088	319.25902412792	325.517397920689	319.88300865639
Ot07g00900	329.659114085125	328.611916754676	328.717840548405	331.403196940997	345.41454260762	347.653326373	346.977516704616	356.930876840806	357.291913234089	323.11087154876	324.830350434085	330.147359299368	318.788683409995	311.139494939603	311.300266260275	314.009073025776	310.436739159389	315.218399048963	288.283020027674	278.663282764818	281.805115120625	310.782594357831	303.25399684511	313.707765766804
Ot08g00200	326.567080422342	316.082588943668	317.729700253969	324.001137572541	329.094054089706	329.147220035002	338.329056971354	343.20951554733	343.362359646525	326.616438138061	329.237558204461	338.538130208344	307.621220860663	312.413952943773	306.700503079845	294.70547489477	292.127128404331	292.972239254338	290.099749562931	284.588576000763	280.036269119147	303.839292981681	300.71383369456	298.416966840348
Ot07g02390	320.712269869044	337.452077006517	338.917450614115	301.082019265339	317.014321545867	324.328752261847	240.369917584644	259.478732276307	254.300744193295	309.418637689316	300.451920492342	303.870906682929	325.351401181265	324.619958733552	323.497502035419	318.851441043725	330.031080232187	325.933163049783	319.979212317192	333.480587017965	329.730828941234	329.270874986107	334.810889543076	334.602620949502
Ot07g00700	310.105813746877	316.301176178511	304.92448361993	308.118308342203	310.802231316171	309.664407395776	318.709211720542	298.767575370282	290.027314625157	326.638268179684	315.951918613171	323.743366167761	337.450740880275	329.164719596038	318.416227850211	339.371662885408	334.308332526584	335.815198511101	329.422273188971	341.83181915409	353.965805269208	321.86488008175	310.968489202177	312.380743192179
Ot07g00850	335.327632446589	315.392796150985	316.041476546619	320.512461413024	307.281823760288	303.819434796987	294.998545434572	282.88751960517	288.989433293286	293.357992296912	267.042388348822	273.679286376984	319.031799875612	322.066321810462	318.364950844115	332.436678743354	340.251250269242	335.529730477341	329.623996888545	335.959191026873	341.097431251151	321.185700294594	324.730242515956	320.895308962753
Ot08g00260	305.667197061386	299.934923018335	297.930063949045	302.497403178274	317.043443626288	314.504647206082	333.984739452487	326.661359101922	332.723251096244	330.552374926949	345.075334359011	358.640836501131	331.715209692276	331.844331353986	317.714899839931	330.202556202078	331.161345613592	323.066205197548	313.104642993115	308.58686217676	318.496393696366	300.532472810146	292.341514193243	289.473230078898
Ot07g02280	244.481924289084	182.752158869729	187.575994417085	231.030012057743	167.697599253814	168.479004501675	306.790548149678	288.086758612493	297.086115127558	339.718862598819	324.011266392492	324.615126657618	350.879491454274	NA	362.887789342381	339.751263027857	363.516286542805	344.260440718893	317.902476940395	326.219963078652	329.752438557436	280.386306541108	244.99416290937	251.12859965371
Ot07g00770	304.159293277401	302.048241890777	302.482481317375	323.222840327319	303.142030089963	308.08052997975	315.170878464672	328.361668057636	336.981855669886	322.815591316838	319.494600644642	330.311953477198	304.421901310791	309.390252425862	307.410579479548	286.291164709231	291.374095056975	295.368103426542	287.138991863081	281.33887084199	284.963329945551	284.495111280723	295.822586287004	305.93584400937
Ot07g04410	320.479515505894	347.241124767121	358.234783664243	262.963856505073	291.007591362924	290.510497726839	268.053687150666	280.81454191481	271.408095480015	249.572443653459	256.832678381087	236.930971912311	270.148361590397	273.458196097468	268.46862887763	317.916930002079	336.315759853422	318.758072309281	357.977956096748	345.870512380656	362.602657953755	345.097598085223	349.227397366017	351.733801282213
Ot08g00440	314.086670572228	333.047560963962	338.724702010392	312.969557030119	351.62431893949	358.899076578662	323.985473541064	332.371100136377	338.010007721322	328.134860459536	333.054891911282	345.399262012675	319.852271935528	325.753942218401	285.472278034594	318.412663230981	324.659507286227	300.42202074733	321.245271392015	324.096281429272	334.447671321739	319.389613943491	321.731909933	331.149900311355
