ID	LL4	LL8	LL12	LL16	LL20	LL24	LL28	LL32	LL36	LL40	LL44	LL48	LL52	LL56	LL60	LL64	LL68	LL72	LL76	LL80	LL84	LL88
syc0019-h_at	10.3574996753113	17.9261843788861	15.7328433506927	13.991635164083	13.8550761378833	14.2867539506465	12.5582182229114	17.2988533538315	17.6727398611434	16.1057236234017	16.8282808002572	16.1425872313559	17.2797181804518	17.1001881684801	17.0403795491633	15.5817440458728	16.65361596082	15.5854329645993	18.0984294032203	19.7027782810159	16.5913760003012	17.8117626865328
syc0020-h_at	7.84493002286367	11.2775851733829	10.7183257564903	9.991162325196	9.0714923497719	10.2135620042154	10.1173813299321	12.1304558025428	11.8459259346125	11.6117231283859	9.49107767600354	12.7542680809357	9.61140294009047	12.1606048303895	12.1246494642404	11.5655448323786	12.3151756211672	12.1544667117877	13.0609346996272	12.7439956393941	12.0107014131936	13.045896530514
syc0021-h_at	1.12083949416118	1.08176915945775	0.741677679841117	0.830073959603161	0.848011836955941	0.590202971950565	1.1160562804496	0.920512222657414	0.886725209114238	0.985513497977084	0.905090817287385	1.23313154089117	1.0373357517417	0.966331209603079	1.01319346087099	0.983632369716836	0.877490634845363	0.970599685486548	1.0788909060343	0.745419326094115	0.994264518124492	1.01855691590907
syc0022-m_at	0.99282053633636	0.595742903891095	0.670613779155776	0.77839365782167	0.995870305878569	1.02002924203874	0.601868871519148	0.711209994559228	0.769415510778401	0.933511719982042	0.791325352345255	0.836441842913319	0.996764226968048	0.839110186104355	0.790905455820515	0.995382933105044	0.762428887738478	0.857258511409795	0.905203812381526	0.841693393830261	1.25831118301044	0.801084179822481
syc0023-m_at	4.51911346899526	2.82474680122164	3.10066437170756	3.59830574186459	3.86804439012563	4.41674417700374	4.13037869460432	3.02836200845425	2.93292704318784	3.10133195966109	3.73661830438134	3.99041102002638	5.05469168964106	3.46279299698986	3.4826667381361	4.3908253680073	4.67966663427396	4.99843386817039	4.28242529929555	3.78292169985908	3.6118618198384	4.19827345542621
syc0024-m_at	1.31341967243513	1.3038967108557	1.59554341974721	1.26267737901	1.53315266210465	1.33420899017678	1.05731881134142	1.12116135511221	1.66281424386308	1.37219169974655	1.51968412824247	1.28636128604735	1.83268897463935	1.3987331781945	2.02588499644874	1.28999806242796	1.51870416081786	1.94154771675458	1.04777252032133	1.33524071656577	1.89327961696485	1.8041677179609
syc0025-h_at	1.77234686829133	2.08210482124046	2.43512995974845	1.85398394172598	1.7272289376389	2.1562365798004	2.3355559316653	2.84353711741865	2.10901456533023	1.5379181492924	1.32744423270754	2.4216051477049	2.71808323855355	3.35123850989342	2.88530172743322	2.32691605047865	2.58657835250725	3.05886335154766	3.04666857242883	3.7719020219384	2.73335203689407	2.47005368826566
syc0026-h_at	1.89986972013455	3.57089746009454	3.55968892057052	2.51588148115093	2.85438472978931	3.04336718580413	4.06476200375579	6.58080153343837	4.35389690571442	3.25164528438363	2.38438636825036	2.99135695369287	1.78488076126715	3.87129216128273	3.14314114177834	2.07772938463793	2.78910984879545	3.12974193586048	3.21545319188573	4.38276188052575	3.83712783626735	3.08425953393336
syc0027-h_at	2.45535344465021	4.8084451319414	5.17549704841721	3.6899851564579	3.62095408746547	4.6884768342211	4.98279375069638	7.50887968833981	5.51912094834722	3.38791597936226	3.40767478865991	4.65046880421575	2.87978478543735	6.01992995800245	4.99909972412722	3.21580890332521	4.11425012817664	4.99523101058436	5.51207246270016	7.7112944480512	5.38588360949933	4.56095299495485
syc0028-m_at	0.266749312262275	0.321339390916405	0.412964933386095	0.224182968746814	0.24836226998292	0.358176221708744	0.301434782384052	0.463973482902307	0.363260274246142	0.304897739891585	0.15840663156579	0.19594799262992	0.321530572532377	0.51927856948364	0.43060626553901	0.241907321479792	0.28264661349311	0.0796896052387187	0.395152262998485	0.447778331865134	0.51643939015204	0.333794712016538
syc0029-m_at	0.688723786037681	5.12167574441482	6.30666457142566	2.17852731801097	0.94511109250999	0.893545262272771	1.03072415985549	7.25618997598664	7.18863440914969	2.59550742043496	1.18761232928837	0.813253742425542	1.68620203740536	7.36695727983366	6.00644870228559	1.25066691885549	0.781201876079084	1.02456650950851	1.26238489346244	6.43147276562348	7.25895871630729	2.82104402898713
syc0030-m_at	1.64982172679329	6.5795878278215	8.10574203292331	2.78236380675236	1.1117118771597	1.25393570202935	1.58572867404807	8.23810324401994	8.97520793320145	3.9572890895134	1.3083260452228	2.02307670126848	2.98773511809507	9.1350658996641	8.39867867254432	2.5503737378582	1.6036373583193	1.62656781474593	3.71451132423937	8.82038392943886	7.5382300771042	3.38899046449655
syc0031-m_at	0.741190844664572	2.91656715966505	3.31677799495322	1.46421748409187	0.435688709106957	0.673350017233373	0.622887256609319	3.40815004362031	3.71180603170346	1.72779089351823	0.61924614530603	0.728721323780341	1.39222671628837	3.91047017415866	3.07398928913071	0.536093308374224	0.994533532836352	0.484264404605245	1.11315391048237	3.57717522940446	3.54168103788397	2.3152127590123
syc0032-m_at	0.656810927156699	1.2907298624637	1.32806052274064	0.697413552550457	0.539662858135471	0.624066743395669	0.60300548614832	1.38867633757317	1.34909327908874	0.768375492131664	0.337331686063555	0.524970514643854	1.12273744695097	1.95850007258233	1.89419864892447	0.826677781477702	0.916776274981706	0.467600650091331	0.898848654500988	1.81394321821763	1.71732320725678	1.41032063668089
syc0033-m_at	0.432715618078359	0.711147763733296	1.05490381266844	0.710209262528338	0.406900279796829	0.540973873243447	0.567970904172448	0.967409981829816	1.20768904084599	0.612450022794413	0.486183142711309	0.392713572336631	0.741007552077787	1.22471437352212	1.22037784212635	0.659543180902269	0.605173640160156	0.7315710167633	0.759378856732569	1.28094388270245	1.47074587517174	0.856600809520786
syc0034-h_at	2.72599508078767	1.92666376684552	2.22433104662055	2.75456348722366	3.02096682391418	2.98206781289914	3.06562178137348	1.7670346335112	2.34996334210112	3.0941566289868	3.23126872549126	3.88860305521788	3.92304690970594	2.68967897979234	3.31308108931817	3.44358884699616	3.86397015699278	3.85580748958697	3.21383435313596	2.2904290599652	2.32135369442014	3.16181403229808
syc0035-h_at	5.19729251816829	4.96447084061782	6.17242126301356	5.18515389888798	5.41894546623108	6.47210430833533	5.86945214906769	5.55372633957128	6.30711743863384	5.89591517731118	5.2953011417568	6.81601000597567	6.39792178809593	6.0135077759181	6.72469071232516	6.52243037768507	7.06457265744788	6.18927714970761	6.4798875205378	6.61027569894547	6.67239526042327	6.61219543051498
syc0036-m_at	0.642278613872144	0.557358220695548	0.784978663250518	0.775606696895855	0.545797115802336	0.72052038984926	0.607527148512843	0.787119677798798	0.883270579613843	0.742298559110707	0.42551520266797	0.71319212818195	0.923497210099424	1.04711415731501	0.978543736325564	0.632813868954367	0.818528575199466	0.649408634157051	0.868759426151323	1.01301765186591	1.02757594288186	0.993041543798226
syc0037-h_at	1.79586293683676	1.18190323206017	2.03826357924747	2.21745800052703	1.39910780969461	2.06135752013592	1.57107973821496	1.21583187103421	1.91586422138937	1.79350045267319	1.09744395927171	2.17281742048935	2.27598343465583	1.94109670111866	2.22943959119368	1.70646829707801	2.01723203098247	1.80585605723828	2.30249267700883	1.32586392934317	2.2825882258971	1.96542262789365
syc0038-m_at	1.84253702768263	1.3731936777056	1.49933564495478	1.43821525942288	1.49250379079675	1.45360305271597	1.51662527046369	1.60677524692207	1.34727950626897	1.7225515616222	1.59739166854662	1.8918431137042	2.99132555832513	2.07470716136277	1.94237231483069	1.47971771293938	2.10239969152603	1.89879385310112	2.02736172394565	1.73669775120798	1.84484532685371	1.86776033460953
syc0039-h_at	1.19930425873317	1.38946613176138	1.07536929103806	1.34286419799321	1.53621017003548	1.94460983019404	1.64752399095291	1.45912978511589	1.4496916063153	1.82839560755962	1.75256815890646	1.94669925799141	2.5669921844482	1.22049924584868	1.72549644785519	1.76969254823306	2.15406407286792	1.8501035862068	1.83520957715683	1.77800717400172	2.40264527334666	2.34743348295506
syc0040-m_at	1.42873697472886	1.54821453306855	1.52101295554956	1.52234638096885	1.30360146767356	1.50468032292983	1.38753852546245	2.1806827860408	1.66473022544402	1.4418589391355	1.30786392878248	1.24613672680791	2.04705823437025	2.3229234048681	1.63252147138585	2.41755691671166	2.37052271231942	2.02672082106851	2.51544187573661	2.34634030581665	1.97830411719564	1.86557580108652
syc0041-h_at	2.18345644868371	2.10397295842271	2.47880745347373	2.54130453105821	2.42659545792473	2.72218472628767	2.31832231560092	1.78270306081008	2.40388969755818	1.88892668769011	2.31629135162913	2.37167141936732	2.22034785980757	2.51675676570949	2.60023980737852	2.65571202227149	2.68743416045718	2.45143836660382	2.37249980441413	2.64545820000257	2.98203025384212	2.53951316078351
syc0042-h_at	3.0268215989524	2.76176035875925	2.25568115315027	2.74695174269336	2.56136303865262	2.79099318994343	2.69159909351057	2.33365702966737	2.37067741475674	2.57842845873111	2.33091822022187	3.04365981065106	3.11374538456261	2.8900445679938	2.56647535047264	2.52867379419637	2.80324987839016	3.2180343649778	2.85942204923456	3.02489140636945	3.24583735091849	3.0358029177069
syc0043-m_at	1.6340712102478	1.89779296488235	1.97508321109465	1.59018115183569	1.67514206991331	1.77082768530264	1.80398904863417	2.3599693236567	2.05525700990061	1.85164798608109	1.72829080323576	1.7327523441121	3.00532689998002	4.64832786893251	3.16454983139773	2.66831292441172	2.99731622052277	2.95510609781407	3.0580921100642	4.05700687085622	2.6410698800567	2.1916791035791
syc0044-h_at	38.5496965859265	55.4012108697431	39.0108046466779	41.5280800293456	38.7736235408587	40.1525659933835	44.6083756865156	60.8497087327022	40.7940784470683	40.2280118924117	35.4478961373593	44.9965403923794	52.8414373179081	50.9682274260084	38.4178596483784	39.6218699915713	35.0007499792806	34.928143556304	49.600778602128	45.588672486354	30.0966495556246	37.0205431518088
syc0045-h_at	3.04488762002175	2.5659025243109	1.87676647823898	2.18641114257909	2.35816757866019	2.5005288677308	2.181119942005	2.53362912671226	1.6747802095774	2.12857259861317	2.11974892977221	2.65895811320689	3.79630954363212	2.73155826524602	2.57006299608598	3.06465584866937	3.20322976024089	3.33001018954626	3.16485420177096	3.08455679634011	2.30510958963684	3.60323911315556
syc0046-h_at	2.68487708615747	2.03462775454048	2.15439490395925	2.95059106351118	2.72769652899942	2.93158634214972	2.31343769416123	2.22467426672733	2.36926287641922	2.67174101060059	3.31552888510511	3.34782705087276	4.54114543580592	2.00756072049664	3.41212485274681	3.21440813466955	4.14606451460163	3.61639880673704	3.26877848778591	3.44790409640557	4.69877453702676	4.68746953453273
syc0047-h_at	5.75216326625021	4.04075636076703	4.97379231735827	4.85219469645273	4.43980468111056	6.75651907553196	4.55551522678056	3.90359943698315	5.53905726943075	5.83937032515796	5.47138679786545	6.19077297354666	5.3948311623312	5.09700291534507	6.13743941090641	7.2209170276275	6.38043267971432	6.0340484418049	5.06272046815553	6.8488992831057	7.76503376142601	6.62130664655564
syc0048-h_at	10.5945696843294	7.12903300443748	10.623234640027	11.0162344605782	11.0120387633188	11.4925370743344	9.41882380495929	8.03416373550843	11.0822163709733	11.4127105932559	12.4848126529644	11.5365212880313	10.565762579164	8.39406086611906	11.7142592591189	11.0796691659728	12.2069203942226	11.2397207228212	10.5019544861017	8.98767887518588	12.1445274916162	11.830939443103
syc0049-m_at	2.00087120811344	1.52853588378276	1.89506639159282	1.61862774897859	1.97256859968314	1.76984369422166	1.57720067245107	1.24949045918022	1.72788015483369	1.56759452818655	1.88545587850534	1.90373897115113	2.26538052814615	1.55416084875453	1.98040600674	1.97923179804406	2.36862353295546	2.09506089241552	2.14158492947853	1.83387315988276	2.32519668565489	2.36930301559657
syc0050-m_at	29.9401770669996	30.4050038047693	30.1740705102646	29.1701933582997	31.1155512796041	32.9576812490611	29.7768697866022	28.2244422987332	29.9285164763398	27.7776073699812	27.844745897903	31.1757883123081	28.1465978123478	28.81501972536	30.5168846394894	30.274112500431	32.2472673537004	32.2795726792095	30.6807089671261	29.6044466316477	24.9931890769422	25.8042071772235
syc0051-m_at	16.1129912540903	15.4179330564598	16.135440137775	17.2469737537181	16.6694096503107	18.7372785514206	18.5802290675144	14.7799054787315	16.9459740062988	16.9666503485469	15.7427254457919	18.3811752245715	20.1301827833442	18.2235381068564	19.6603133464613	19.1557074894148	19.9342089975731	19.803607546887	19.363808543416	19.0883542432131	19.4126503692661	18.8840518092801
syc0052-m_at	7.41029986333804	7.64777704813563	7.75103025138523	6.90813109944837	7.29379797762656	8.43654015960423	7.01702747951584	6.62556754948391	7.82827270311809	7.37545858895785	7.45599728186759	7.8045214244914	9.15264610614057	8.21495504787295	8.94681386794957	8.73533201928183	9.26621392042828	8.92747826618726	8.75794647815176	8.59889656765592	9.89030718415724	8.85086014933475
syc0053-m_at	5.76668734916046	5.71066316109933	7.05608221983884	7.3873660624936	6.95694836546216	6.27030499299886	6.59412484338461	5.15282551624999	7.39252879699018	7.89807211789276	7.80759749498888	7.96645236909747	7.99727443729726	6.64380316076567	7.97225035806632	7.67788839734976	8.6451061135679	7.4667922279788	7.04907666182217	6.32193508820275	7.7853354512174	8.23590606137378
syc0054-m_at	14.3495791657901	11.7254859852245	15.5994625199255	16.7648717974469	15.4873481676732	17.089307457098	15.4685703526708	11.2792610225604	14.5679955359555	15.5782025256119	15.0948109283045	17.390615993023	14.8738835574168	15.6001626657186	18.718976708832	18.8291869372089	18.9182315003729	18.2998470949675	15.4342568109015	16.0178862434386	21.5540758137283	17.7229928390001
syc0055-m_at	5.14015302532421	6.22181642174169	6.61283878284224	6.23665884317783	6.31436046264205	6.97225889937556	5.90060476976005	5.71591174469297	8.03877226804679	7.29812964463875	5.96382857712947	7.91661364540102	6.66315174325761	7.66583922552834	9.80615209572187	7.81725605280158	9.26856534323506	8.15488990197193	5.95427932741525	7.75221158777146	8.8513504178095	7.63769832888282
syc0056-m_at	9.86958387459686	12.2029640182253	9.7411967551733	11.0978466351736	9.95131891494172	9.06605319723299	9.4860134532873	11.4256602332375	10.0907813210907	11.4553262115224	9.97584133643284	10.7103199599077	11.6420625402672	12.0011756841177	10.9426311372898	11.4674574540994	11.3599169044617	11.6148221894444	11.5591645929671	12.9449342892103	12.0595490661955	12.4954112892702
syc0057-m_at	2.36150742177507	2.40596204577255	2.43895208319676	2.42989890568712	2.38304425449465	2.32206615156617	2.06012075122649	2.34685338980365	2.73109649027409	2.35567037104175	2.52676721100885	2.54596558316022	3.09963152106164	2.58463440133708	2.95721461455716	2.53396068758439	2.98749251281941	2.71433147978209	2.94228145621834	2.7624513181898	3.61372533239795	3.29521323209202
syc0058-h_at	1.44248448579716	1.59942003513974	1.61893933456649	1.60721736588888	1.86390987668158	1.8906194266089	2.00453656428852	1.5357695759654	1.79554634633316	1.33322180877023	2.25064346141819	2.05244397237782	2.77934779154504	1.54692843738653	1.91995430136737	1.93085256323834	2.17962786692177	2.13037822673393	1.94303801422982	1.83518985335113	0.675878348277579	0.92816500145602
syc0059-m_at	0.811505170097197	1.08357632036475	0.975526124722725	0.880234755172089	1.08210625729524	0.938745273296098	1.04877399224148	1.03840491095535	0.903188391015188	1.1471017447874	0.962065637803453	1.09394849767201	1.51960856387733	1.23576799118147	1.31507462670588	1.29390735400286	1.41546215452621	1.41171684297374	1.1908845657308	1.15221981632851	1.50579726109043	1.56825331315904
syc0060-m_at	11.9277502880478	12.062367259028	8.5522855634026	9.27264819690374	10.7171221654876	10.3960241990566	10.9084013464978	10.2542956410438	7.68551724365235	8.31210702713203	9.35172010311465	11.1034853950917	9.85717578005384	10.13411802197	8.60931662832302	11.8305404970814	13.2504408522692	11.6749098562333	10.4562372303546	11.3182308235468	10.2136303237802	13.086199205886
syc0061-m_at	5.03025210320296	4.59242801850981	3.59242519274326	4.09543778541961	4.26366453059222	4.23084103728518	4.35713798063948	4.41905756614943	3.13000014143372	3.89522753698093	4.13085506889069	3.97323653223328	5.14262075324955	4.81504457433311	3.9729444855404	5.22202827850562	5.60054736660597	5.56258440303118	4.88414922421547	4.64625304538053	4.14472362988556	5.05773662611123
syc0062-h_at	0.692935897078309	1.03340423957384	0.915814173996673	0.815244349641743	1.0149472263541	0.999351631673261	0.820384115520024	1.06865979289236	1.06329304323908	0.706357674549597	0.606507397555754	0.893760743617374	1.53965432126409	1.42274748363219	1.26485991549768	1.00232557698919	1.18400335521446	1.10116920419407	1.36654663560703	1.43109202178494	1.52742881615418	1.37991656646627
syc0063-m_at	4.8473524972209	3.92413172641621	1.84671569959944	2.04083539462648	2.67895928616359	3.43572131798977	3.39397379865285	4.73459746521695	4.49310697412234	3.95869257758878	7.68717881525991	5.68932932702081	4.74556656020517	1.93210717726098	2.26445344517559	8.06991162817802	4.48475194537043	3.14018190401123	3.750303829692	4.45534196852352	2.8927534354695	12.5776203580013
syc0064-h_at	0.722775474932187	0.87511872504487	0.918558052583505	0.797350407805816	0.759810780957302	0.699036783421931	0.741247135296593	1.12697122261978	0.780324329816376	0.591125540265273	0.754849214609352	1.06282291794746	1.54854967750964	0.913756114693349	0.959622570305839	0.853380231697887	1.24599706747066	0.698770523386086	1.05821974596966	1.61991054831958	1.52722748294196	1.17821739098703
syc0065-m_at	5.051623926564	4.12530633705097	3.16263739763634	3.84589700576767	4.56856069240677	4.12546418420256	4.88268447769779	3.91611118012516	3.10915104946614	3.47327552418237	3.93659936959414	4.17344034578035	6.23301459394032	4.34255099481462	3.6423936189533	4.81275036042478	4.9756780081046	4.98770957642943	4.57216389024091	3.83015370566959	3.82321986587594	4.25805943058127
syc0066-m_at	7.71810958135295	6.98691293381245	8.71315071121079	9.85848847945155	8.63393689838152	6.6090683690488	5.73856428406804	6.81239078994582	8.47269137698028	10.8485313516286	8.99052437069643	7.84324286578189	8.71981878998088	7.59958902206612	10.8926954156151	11.2016026943842	9.59729333816427	7.28188976568083	8.52519080015341	7.579668367848	10.1298604955107	10.7430750079108
syc0067-h_at	1.09821081183858	14.3136248992432	31.7483215139036	9.35960148932728	0.799417322974629	0.685942745088875	1.55034422948075	22.2158251879247	32.0734757611061	13.3441173539653	1.0093650509527	0.790868992420906	3.90876270895343	28.3260778491269	30.9597444447668	6.69245105845987	1.42120181650338	1.1647154326706	4.7879702634377	27.1720444984394	28.8220586215392	12.0000531850766
syc0068-h_at	1.64220839449663	14.4611871832952	34.3506294773988	9.47366993448416	0.805152547835156	0.536797104304074	2.00060866823389	22.4559182424541	34.9993205211168	11.8073105827419	0.871772136634991	0.679911196674749	3.99860968830855	28.928981187362	30.3515262682093	6.19534736910829	1.34783417420209	1.04472709161894	4.23028196847791	28.3315170090622	27.1459072261055	10.2829922066056
syc0069-h_at	1.36146689641939	20.9018841643188	37.5903920790488	10.9013962174739	0.700423191051386	0.622646879137511	1.85967176954176	24.3216279723234	34.8176165759349	15.6692958497841	1.13890349686883	0.73239467894483	3.0803369608408	35.0859486592069	34.6818856413905	6.64493469454249	1.41286319795782	1.2752403017296	4.54564533825162	31.0568197280074	34.1494030695848	14.1201281892485
syc0070-m_at	48.0234006233145	45.4748678532622	33.1892361516299	37.7506387302231	43.2317124430139	44.1341005554794	45.9795384783557	41.4720507007676	34.4789465908722	37.2967654846786	39.1835950835493	44.3034128224884	26.631501016807	27.3572137067185	23.4774032672312	32.9917377280051	31.6154445647354	30.5587978498889	28.1797406846115	24.7558870765214	26.1632889096807	35.2079844925329
syc0071-m_at	68.4332782010258	58.8271939831711	57.0593725271588	57.1129561038293	62.6516600155609	63.5704473013701	61.875680454837	53.7606771541119	56.9990489192751	61.6446892709626	64.6717282981965	56.6998848171434	53.3219670526444	43.7182347753463	47.8870525925265	48.7141259569443	54.6676682604245	47.2786603533835	52.3945252814031	45.8259733033465	59.5084135149324	52.6086556192791
syc0072-m_at	12.6773867079829	11.2285870326744	13.0219261894393	12.2586259761292	12.0005399587395	13.6066042134519	12.7084452917333	9.6741808193331	13.2816912746849	13.1654654951331	11.7591294587717	13.9353274586422	15.3114227181764	13.4315841359465	16.448113271673	16.0851461713845	16.0420830384576	15.481847272226	13.7329391953983	13.3711409894729	16.3272961229919	14.7924153887923
syc0073-m_at	32.3410240203393	22.6518470702756	20.7839486636514	26.7471991845562	33.9060145369433	34.5574299929613	29.6387874539057	20.739421272371	21.714060508108	25.8262312471155	31.4966184356214	37.8121746371698	36.4287790054296	24.7695992018495	25.4403094831271	33.851408379566	34.4776539789379	36.7788449862984	33.5823684582167	24.5501504630387	23.6909010380034	28.5414437601565
syc0074-m_at	35.3377898287838	29.6956035157838	36.3065074602979	36.1057096014724	35.1642785854328	40.8184317011761	38.6791506781799	30.0464930395052	36.4374964098018	38.0752972442239	39.1236044751428	45.0975096109794	29.2504524946166	29.2729451774773	33.6433276657394	35.9803302748946	38.0303290382133	38.4419992566883	31.6070763949979	29.4797256240675	34.330768073493	35.2970812374904
