Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	ZT00	ZT02	ZT04	ZT06	ZT08	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22	ZT24	ZT26	ZT28	ZT30	ZT32	ZT34	ZT36	ZT38	ZT40	ZT42	ZT44	ZT46
Clusterin;Clusterin beta chain;Clusterin alpha chain	Clu	Q06890;E9Q8Y5;E9PXG5;E9PUU2;E9Q9B8;E9Q2G2	1437689_x_at	0.934118034765604	0.925769695957141	0.929306329777675	0.927039001323032	0.928261038817865	0.926932471192622	0.92539323504644	0.927546026775687	0.934844797809629	0.933469091612376	0.931990895148679	0.925318655237706	0.925612465972757	0.929065354963699	0.930711458236908	0.929189512474475	0.930917926001398	0.919709626783758	0.911547163257235	0.917649613850721	0.920718487590119	0.930021370487968	0.934327272806108	0.926504425226764
Cold shock domain-containing protein E1	Csde1	Q91W50;Q80TP8	1423997_at	0.722760360425311	0.73897360352294	0.728644835053844	0.745931733578324	0.750986588061527	0.747502514012062	0.747383578193668	0.751436164951905	0.736823771630305	0.739431545067208	0.743329614195782	0.733361666717975	0.731533643192573	0.737795184857666	0.742435817842158	0.750471186838773	0.743563189125697	0.7415147458248	0.74946681171482	0.748724571399057	0.727294436951532	0.715869949723214	0.728089837313589	0.703014130208393
Gamma-aminobutyric acid receptor-associated protein-like 2	Gabarapl2	P60521	1441376_at	0.444345668875168	0.417593634229637	0.427891365895319	0.439424758202606	0.466178269958137	0.440319860359616	0.450351444500092	0.458772164740918	0.412869859791615	0.415039674530557	0.412162914313438	0.432030381579299	0.424999839083183	0.431930921415601	0.452750192040543	0.443220436525542	0.46351992660988	0.421637673267591	0.447916487843211	0.440534462555482	0.436690337867933	0.460395198138388	0.434391997358066	0.450133945595975
Ganglioside GM2 activator	Gm2a	Q60648	1448241_at	0.762870083405005	0.753947856908733	0.770172021973127	0.763456213548062	0.75439168671964	0.758909123452805	0.760823466087517	0.755297587453508	0.751768087898173	0.761909466355741	0.767806351352767	0.762743425332522	0.765855512452423	0.756561727878185	0.761358155686118	0.763524308512163	0.75045400703204	0.749577427344155	0.770580069295961	0.763822845975813	0.771199466153731	0.7740804584282	0.760231289312442	0.757718327182599
Glycogenin-1	Gyg;Gyg1	D3Z5N4;Q9R062	1448429_at	0.521682541191759	0.521470591264585	0.522318003661195	0.54456021091038	0.532134042892871	0.535848892635591	0.535834004347351	0.528719253651294	0.513380934102096	0.518307144631533	0.523715330473213	0.484129025023313	0.505424055947183	0.509493707839693	0.532258093454027	0.514201821354522	0.538282167936778	0.507150156659299	0.531047679943739	0.528073558010436	0.527105081334156	0.503931979552313	0.497402329404438	0.513965710817592
Heme-binding protein 1	Hebp1	E9QKH1;Q9R257	1418172_at	0.826267498366749	0.809158831268639	0.817607317749004	0.826308953046155	0.820779710296606	0.815391531054815	0.809880931355993	0.826780400782987	0.815084692709203	0.804571566613072	0.799641155151668	0.802024760895833	0.814346955042691	0.799091608448716	0.779990019997643	0.815666250580443	0.808401380470126	0.825436056333456	0.79139779956553	0.807054052781442	0.803696312679241	0.795951371580103	0.806274782622069	0.799304850079244
Apolipoprotein F	Apof	Q91V80	1418239_at	0.909598104705341	0.909954005311988	0.909967907007526	0.904773500235772	0.901732741141271	0.904697797104979	0.909345046573409	0.906307963433332	0.911992457482263	0.907889001201617	0.912090641680817	0.904728766275045	0.907257706491044	0.903435686850898	0.902315816082354	0.898592431139712	0.901137994181924	0.903307266566935	0.897683137622189	0.902194057332224	0.909358917260578	0.898918769654185	0.908194852544984	0.919355924846015
V-type proton ATPase catalytic subunit A	Atp6v1a	P50516;P50516-2;D3Z1B9;D3YWH3;D3YZ23	1450634_at	0.667726339537414	0.664263508034634	0.676163794351595	0.681783417604759	0.677524531170796	0.670148855109965	0.680525000974021	0.674980045874191	0.666588580508658	0.677020697473953	0.662238240681502	0.668909520327634	0.664261893727225	0.667234738583763	0.670359417792903	0.672504115752692	0.668236570260849	0.675036424530715	0.674798651301618	0.681894186228218	0.674779088764981	0.666610193283571	0.667046389536027	0.656286786746594
5-aminolevulinate synthase, nonspecific, mitochondrial	Alas1	Q8VC19;D6RGR8	1424126_at	0.701919016404906	0.687012338446761	0.733402085249794	0.659212226710185	0.837829804340253	0.872862956447073	0.883800497019468	0.824037998952556	0.813317978580591	0.80473251350633	0.769224343604761	0.802126468932282	0.769146481004323	0.694736233288044	0.722954415481054	0.719895424635517	0.861149082149373	0.859392837733386	0.852247087736489	0.82589737603479	0.826797831581992	0.834217725401961	0.775621427532681	0.805131925875902
TSC22 domain family protein 3	Tsc22d3	Q9Z2S7-3;Q9Z2S7;B1AVF2;Q9Z2S7-2	1420772_a_at	0.726202565570361	0.69067637266844	0.648666140940704	0.639184161365968	0.717030017869547	0.689928258782463	0.740277159680474	0.78771318093518	0.736655135246518	0.749798885022427	0.705138227494743	0.690514291687954	0.65739987592626	0.685539907258011	0.631736957187995	0.669608743551722	0.672956999773417	0.694457180840107	0.747755327002357	0.764616714641438	0.690523247314559	0.720682222807873	0.709154333784065	0.705785723200693
Transferrin receptor protein 1	Tfrc	Q62351;Q8C872	1452661_at	0.646033093635078	0.67343740401445	0.617703842505477	0.587228903313004	0.630160696229751	0.636398134445798	0.693362048841142	0.716193799962315	0.718992075363887	0.677261960958296	0.701037591220515	0.633870759801411	0.657973998985145	0.642864135293632	0.57854146990751	0.611170952451059	0.617480960899483	0.670948580788505	0.703987220227952	0.701239248592315	0.699282023723081	0.689204644024026	0.629522200381212	0.646533060003203
Interferon regulatory factor 5	Irf5	P56477;E9PWX5;E9Q5T2;F6Z6C6	1460231_at	0.545410440622115	0.52913363229808	0.544721294181956	0.549965647889372	0.524762723449424	0.528422353897594	0.536254388379174	0.51718329701037	0.519361925322483	0.542006838264088	0.556668189588394	0.548353316884309	0.553069034762917	0.553435626821282	0.55147491590926	0.549124691025711	0.534045064297203	0.525756192578848	0.53052192449991	0.54350445725871	0.535043551458379	0.530015180111795	0.528401691031897	0.547570113225528
Molybdenum cofactor sulfurase	Mocos	Q14CH1	1429352_at	0.690644365829623	0.688715546206362	0.690771747099188	0.684287252216319	0.662316582683031	0.648466046566237	0.665182590718834	0.654141755534594	0.670935657377766	0.66514347559164	0.687328112292793	0.694372438126086	0.696420711231989	0.689794130208745	0.68988328816352	0.687258068072389	0.659260487024581	0.662336244680475	0.661829359877103	0.662128727136418	0.683635284225917	0.683706192468204	0.683422700499375	0.692234155563884
Transportin-1	Tnpo1	Q8BFY9;Q8BFY9-2	1433585_at	0.678973845503203	0.667941415693279	0.665981087880885	0.697474127554689	0.695792491206007	0.698221061250428	0.665461463961798	0.668247895394922	0.664098815154843	0.670081851815984	0.660891971138793	0.671741602457597	0.652753190985671	0.682194141944473	0.693004784275789	0.690737411180796	0.700117457645127	0.664806059776024	0.668354865785671	0.661774629929726	0.672631320742603	0.662239441934028	0.679662158520304	0.669738366375351
Tripeptidyl-peptidase 2	Tpp2	Q64514-2	1421894_a_at	0.613730453404244	0.613155002192545	0.621134209415702	0.62612082928013	0.634974075552611	0.627905236608759	0.627531715935041	0.621014585972091	0.624086883562019	0.610923928547798	0.621422841987101	0.615586128438219	0.611287291523295	0.619660421230502	0.609820252865489	0.623645291092718	0.628259505005052	0.621948138331545	0.625114210729909	0.628200617478918	0.623032773061392	0.614010175223414	0.607225183791523	0.607561233600711
	Tsc22d2	E9Q7M2	1453012_at	0.382283092133021	0.371363559349326	0.378910558873918	0.422169009574328	0.448797058249722	0.455390272629395	0.384178086598389	0.413295359853338	0.393576327369687	0.389466340316917	0.346994063057979	0.380323068729203	0.35279641933365	0.378766150089667	0.387139665763313	0.405530177836351	0.472871070056151	0.422318598686966	0.415463713688541	0.396934544942268	0.401425712730588	0.395221783387066	0.434546216897839	0.394687681075279
Phosphatidate phosphatase LPIN1	Lpin1	Q91ZP3;E9QKQ5;Q91ZP3-2	1418288_at	0.60995460815134	0.618310078767736	0.618469941479688	0.64269290081804	0.728295381262698	0.781372175350652	0.790180843932885	0.801013840665698	0.665762951081954	0.668844826513597	0.605754242057614	0.583065398915616	0.610278516194722	0.64535784210372	0.64112164115873	0.633637364369	0.749683565481972	0.802405116574733	0.794748215841934	0.750712951488572	0.727902385870385	0.638230143424254	0.650019474189944	0.60392776427017
Galectin-3-binding protein	Lgals3bp	Q07797;E9Q5X5	1448380_at	0.674413675960753	0.674397316120616	0.673405445092339	0.671081876992278	0.657196475123522	0.669233341664594	0.707304136934341	0.679741829376724	0.71862751874169	0.706194520575027	0.725275013388878	0.736204821761104	0.700135400959822	0.682912288991297	0.698669114635263	0.680541317519453	0.671710570100665	0.672120303635221	0.705330614534242	0.708586977160912	0.71958411581915	0.686267616232819	0.709023727702596	0.735655379784531
Death-associated protein 1	Dap	Q91XC8	1423790_at	0.809224984406743	0.79332134817555	0.783586874996724	0.779133523201936	0.771128500282681	0.776203766463791	0.792795036102239	0.787363964094781	0.815398754834741	0.797169620788306	0.814530917751814	0.807609475862913	0.794236718748397	0.788404790434472	0.788332695975792	0.786770895097759	0.791216118604339	0.796238254577396	0.794872554137354	0.803301734689965	0.797736741045776	0.783529370853406	0.790047698675513	0.783500546526396
Alpha-1-antitrypsin 1-4	Serpina1d	Q00897	1449321_x_at	0.862613426062872	0.860730865836591	0.855751408495933	0.862086960702905	0.847042499103389	0.850844246290759	0.841294824624363	0.846747955283682	0.837015594769414	0.85546454363561	0.863702346383385	0.853027719923858	0.860206616112371	0.875818578845743	0.86912238877238	0.856640379830277	0.859946306702526	0.845970173526037	0.853418111783275	0.867044159885024	0.843136473110234	0.868686412854865	0.87752660524743	0.866213538110859
T-complex protein 1 subunit theta	Cct8	P42932	1415785_a_at	0.719276246006459	0.719187559729936	0.727295515808759	0.727198059429289	0.723567757515915	0.720236975972993	0.727051711042284	0.738871529821759	0.732332218694636	0.73088035243194	0.735931893115071	0.714024901432926	0.711872553181867	0.72301883449073	0.712860507326541	0.723392430930181	0.729611062277701	0.725710419454474	0.730373396016787	0.73962860208414	0.727976863292995	0.71691035598726	0.722464203000272	0.701569348480493
Molybdopterin synthase catalytic subunit	Mocs2	Q9Z223;Q9Z223-1;E9PVP5;Q9Z223-3;E9PUX1	1424310_at	0.478076344149732	0.494677251364885	0.479273019899294	0.483363566869233	0.479551767763135	0.470116079178812	0.468472354949606	0.471077570430066	0.499428528237283	0.503571855313232	0.515962262724044	0.474321427439894	0.486165233884333	0.47673521912952	0.46397709142375	0.47155846033237	0.483203058071578	0.464643166993561	0.485501290110659	0.477377077162889	0.505847812987513	0.496534618929268	0.492653568129881	0.503630076685982
Coxsackievirus and adenovirus receptor homolog	Cxadr	P97792;P97792-2;P97792-3	1452391_at	0.401806115858143	0.418984819161287	0.432888145973741	0.424598950598218	0.407419415451688	0.398514485716356	0.399831642027663	0.422704662129063	0.415348541876638	0.429462204133339	0.454367378312672	0.419425550124478	0.408415532110788	0.404012491570749	0.403179747946527	0.411428655902977	0.389429164382933	0.389878541708126	0.410869533640058	0.428308350883307	0.440970326082284	0.426777606291306	0.41265533067019	0.420461596728809
Corticosteroid-binding globulin	Serpina6	Q06770;D3Z548	1448506_at	0.753403204262561	0.722289583171333	0.735536065430005	0.773037110464513	0.804355041605777	0.792044049671135	0.825479551714602	0.801823081291618	0.795757337001585	0.778381321008729	0.800049707384365	0.795294541184859	0.747205197576087	0.756801729146377	0.777267905831641	0.798854417825924	0.822934285884685	0.816225780223127	0.832466945479738	0.798695311542665	0.793245370649942	0.797067390290088	0.772487793691544	0.766927766652019
Alpha-1-antitrypsin 1-2	Serpina1b	P22599	1449321_x_at	0.862613426062872	0.860730865836591	0.855751408495933	0.862086960702905	0.847042499103389	0.850844246290759	0.841294824624363	0.846747955283682	0.837015594769414	0.85546454363561	0.863702346383385	0.853027719923858	0.860206616112371	0.875818578845743	0.86912238877238	0.856640379830277	0.859946306702526	0.845970173526037	0.853418111783275	0.867044159885024	0.843136473110234	0.868686412854865	0.87752660524743	0.866213538110859
Clathrin interactor 1	Clint1	Q5SUH6;Q5SUH7;Q99KN9;Q99KN9-2	1452152_at	0.717484542642554	0.722335073034196	0.718495902255432	0.710783380113891	0.698273819943111	0.694690638815814	0.699680709443697	0.715933466564863	0.703642234567308	0.697683149121671	0.736332057291334	0.707226888650654	0.716625860634404	0.719729319236744	0.702339869014144	0.70708294311974	0.696212438721899	0.695348207034729	0.696331197734082	0.700357556033872	0.693131034734482	0.687928673204376	0.696671732172563	0.701453213361418
Serum albumin	Alb	P07724	1425260_at	0.984540535841904	0.983687218866711	0.982612801687089	0.984969554183419	0.985828209863708	0.983934608317693	0.98416333716604	0.984933008187383	0.982554002798086	0.9824868568071	0.987209516289473	0.986497163361231	0.984898656179744	0.986003577988955	0.986180446802266	0.985977057057229	0.984933008187383	0.984882978816264	0.988192951403115	0.987680672079582	0.983357971416158	0.983998028623852	0.984084420866108	0.983319203348676
Tyrosine aminotransferase	Tat	Q8QZR1;D3Z307	1451557_at	0.86170464038053	0.869451177533093	0.830711920336235	0.832877830945961	0.854759959181479	0.831732161214139	0.862921343265712	0.89455899643751	0.874503399815285	0.882069547827024	0.883672912206286	0.836960296315764	0.872272142285057	0.842338853016984	0.813543947684068	0.859043956719478	0.83272946701495	0.870370150342354	0.902202982477017	0.898323797445362	0.834487102712111	0.852910618279762	0.856077613615911	0.837491869280717
Synaptosomal-associated protein 47	Snap47	Q8R570;Q8R570-2;B2FDF6;B2FDF7	1423745_at	0.718864125471036	0.704929042109961	0.714926434082165	0.706260197471384	0.699853382181068	0.699421479476142	0.713205509954029	0.69738609537924	0.718820961820936	0.717344138501442	0.714834826583226	0.702954181669471	0.716551617237224	0.712770910691099	0.718563880206818	0.710267101880842	0.713833502565801	0.722848027521091	0.708779270005175	0.714456552560516	0.706397989303646	0.717021692999979	0.719830102872748	0.716969426930823
	Akr1c14	Q91WT7	1418979_at	0.789736004887315	0.811487909672941	0.805874431225463	0.833547449075702	0.858217023771135	0.851645195980798	0.857164719654286	0.847900627641399	0.829642895687558	0.846942333294517	0.800275586388052	0.802675460409905	0.816183863928563	0.829315787229424	0.830525582269009	0.841589158406248	0.851599467997062	0.838546603751644	0.856153985474367	0.855417203801732	0.844298014446641	0.846566576800357	0.852230648620239	0.808887128330789
Perilipin-2	Plin2	P43883;B1AXR5;B1AXR3	1448318_at	0.842375335826153	0.853094314199896	0.856744136174292	0.850344421800551	0.826752983533868	0.836517409627335	0.796794394946807	0.80753613287857	0.821057207119011	0.832571191521963	0.866283662075428	0.852567569179541	0.855289713183785	0.855385184442555	0.864955143010461	0.840983061213601	0.843555747217954	0.829437564116525	0.817446533503419	0.819982762441401	0.827955384540028	0.833116366044841	0.846824979488021	0.847469306489665
Transmembrane 9 superfamily member 2	Tm9sf2	E9Q0K1;P58021;E9PZ69	1423295_at	0.644427492674792	0.654505255063929	0.658518619218794	0.65243001789915	0.656748139328501	0.658311310542432	0.657668583631152	0.670353503794796	0.656089500852793	0.663108969441134	0.66008564161369	0.64362367166826	0.631316528223289	0.659291583387467	0.651146756485314	0.648285918890323	0.663660484531969	0.64765082898937	0.658994626122018	0.663383436921375	0.670137225742835	0.670045284348115	0.680632213054531	0.663237707824161
Collagen alpha-2(IV) chain;Canstatin	Col4a2	P08122;D3YV27	1424051_at	0.568167337773763	0.579436212601462	0.578921929786232	0.579985747661649	0.565723305201206	0.570761963486554	0.549194223022958	0.551461740043589	0.566119613867035	0.53648714000763	0.580560249607703	0.561554933425936	0.583755420201335	0.60133684651478	0.606595283696986	0.59649122398742	0.588967762564944	0.602799172017462	0.607166192299592	0.605210917739777	0.599938268427301	0.546909180891073	0.564081384430462	0.573621398216111
Leukotriene-B4 omega-hydroxylase 3	Cyp4f14	Q9EP75;G3UW81	1419559_at	0.791804665059948	0.785816127514089	0.798118521354474	0.795270247590152	0.791734783311698	0.7823097420653	0.794918543644508	0.786640675158248	0.789953644440716	0.778358583098061	0.791400640634237	0.810185792771795	0.797401930225715	0.804991448601844	0.798485813148871	0.799499800867315	0.790979756431566	0.797266870640335	0.797011047497961	0.799923369926719	0.790835557568125	0.783708230052989	0.769445442639064	0.78287701794968
ATP-citrate synthase	Acly	Q3V117;Q91V92;Q3TS02	1439459_x_at	0.831401638910061	0.824020668199421	0.803288734577392	0.793184926562174	0.789493400671291	0.792586057829961	0.802614668209312	0.889793173890101	0.803763327030924	0.828042311530389	0.86404709626341	0.805693888797983	0.805885286494981	0.806885474904012	0.782046069710041	0.780100382879515	0.803888922627961	0.82931578664436	0.842734430879905	0.864204030790689	0.839727944224397	0.819284646450123	0.811575061327715	0.829934664550742
Kalirin	Kalrn	A2CG49-7;A2CG49;E9QN83;A2CG49-2;F6QYT9;A2CG49-8;A2CG49-9;B1B1A7;Q0KL02-2;E9QL39;D3Z4R2;A2CG49-5;D3Z559;D3Z560;D3Z535;D3Z532;A2CG49-6;E9QN03;D3Z534;A2CG49-4	1442554_s_at	0.510887228462135	0.514009618551543	0.521157684464083	0.50654555652732	0.524983568741655	0.527425699331045	0.513264230593761	0.536464650514955	0.535649227990318	0.522941050496566	0.490548633196685	0.506362730187173	0.493380196316753	0.477194058629359	0.497985835478867	0.513617496074079	0.543600156165715	0.528259938436264	0.526001937182102	0.551706155382408	0.541048246821923	0.542763803284316	0.517438576219141	0.523269332884757
Protein S100-A9	S100a9	P31725	1448756_at	0.608955639599857	0.59748038242695	0.525234167090811	0.46548503310452	0.479746325856537	0.455742312986593	0.474899310585343	0.404034892543306	0.576467313823199	0.563203182478303	0.613372566448263	0.523167409895952	0.481289027743801	0.465756472061686	0.461876330100052	0.474650762766996	0.49843528892083	0.453206754823997	0.389665485835282	0.414889857126114	0.466214242825897	0.494772278852935	0.5417101355598	0.500606615522549
Tubulin beta-2A chain;Tubulin beta-2B chain	Tubb2a;Tubb2b	Q7TMM9;Q9CWF2	1427838_at	0.498003445833883	0.483800992925318	0.487496109819394	0.451970390058383	0.421085810356462	0.437316284863432	0.438795465228538	0.453050119264203	0.439430823790684	0.465452508074897	0.506054899807768	0.524269028143703	0.51282721419919	0.494029851726374	0.474553061538421	0.465445829223183	0.419111705291551	0.438604343974078	0.43772672743653	0.469359928684089	0.462167920167809	0.501806779421129	0.504260726188448	0.536436002116561
	Golgb1	E9PVZ8;E9QAH1;B7ZNF9;Q9CTU9;E9Q028	1435032_at	0.574613758240521	0.596389814040861	0.588337212874324	0.598240664582114	0.599594520936694	0.604818444692221	0.588837401800631	0.580299483438727	0.598569309826733	0.566823465704561	0.590867916705955	0.575421086878687	0.595040687925262	0.592430936154395	0.597164872737122	0.609025077986932	0.612778435970402	0.618214968259165	0.583987142176411	0.591197751852867	0.586256733422925	0.5786681584033	0.592723078522164	0.584640996704302
Antithrombin-III	Serpinc1	P32261	1417909_at	0.945762424573219	0.941166688197128	0.943759515600017	0.94347115297695	0.943730059404349	0.944265184290248	0.944085374947424	0.941685776490514	0.944155807825559	0.94076050254658	0.942614270039284	0.941712513895761	0.941617642912217	0.942768800540346	0.940562608303677	0.942598189567004	0.942037913968264	0.939560765334864	0.942011835344599	0.941138730934332	0.939833045730459	0.939454383810601	0.943861451226195	0.940027256998176
Scaffold attachment factor B1	Safb	D3YXK2;E9PZM6	1454415_at	0.360848685375774	0.361929537845145	0.375770741144848	0.365962844944982	0.366403975155555	0.358359250465864	0.356835909209798	0.36781283550129	0.363482066460167	0.374187954329014	0.362538062700579	0.384419232718979	0.387144783080353	0.365122468932436	0.378569994012131	0.372316636918361	0.365791964081814	0.381919788599983	0.368783051747089	0.362129927676716	0.35963801145369	0.375156506654014	0.381723839693457	0.378918994144982
Poly [ADP-ribose] polymerase 1	Parp1	Q921K2;P11103;P11103-2	1435368_a_at	0.577772617390104	0.578333022170879	0.586694714645833	0.593933657195898	0.597873313228245	0.579399883195961	0.58146956892653	0.604031885225803	0.594866526903176	0.578718257631009	0.580676193352483	0.546026486177237	0.554532742244263	0.585888049703783	0.570427159628749	0.565680373645825	0.576725646654272	0.5682058661407	0.583489095226347	0.588678952309738	0.588407453266544	0.591002462664025	0.591260598738219	0.597130076900257
Insulin-like growth factor-binding protein 7	Igfbp7	E9Q5D9;F8WH23;Q61581;F8WII5	1423585_at	0.430951410908401	0.418003039777554	0.432388297144888	0.433491906480988	0.43421861464605	0.43862383320225	0.423629709009824	0.422197094497996	0.430860725645171	0.422742940322816	0.428000640266415	0.431633328946632	0.409771550684812	0.435202224635194	0.432246608789236	0.435671632781907	0.433573632665738	0.407693052317175	0.410372706079491	0.429868260835875	0.414609179605599	0.420011852100706	0.420585554732907	0.430825987788105
	Gm20425	E9Q035;F7BAE9;F7CJN9;P47758;E9Q2Q7;E9Q939	1421012_at	0.532044854222259	0.535336083536993	0.527818592512752	0.49554129232133	0.535296325132402	0.535772887787513	0.532978805946107	0.563727299978155	0.539150192766605	0.530583389582117	0.519556156365348	0.535567136667393	0.547028105944298	0.54412701392782	0.513447086947669	0.528109754782025	0.53241777561536	0.525306436015448	0.56015237058748	0.559522660346072	0.553019834719411	0.543520694469522	0.536953180411409	0.534506757561628
Apolipoprotein E	Apoe	P08226;G3UWN5;E9Q327;G3UZM8	1432466_a_at	0.959916645835503	0.958957051477363	0.961609742584956	0.964933277530473	0.962060081813167	0.962675449338116	0.963402792180141	0.962069135671947	0.957951027644263	0.959697085518395	0.962286862984883	0.965274280663382	0.961523177748945	0.960615406566837	0.960956096105671	0.965343881581118	0.963688254058017	0.964625299481022	0.957849925148611	0.95950847096881	0.957235614833538	0.964952909923701	0.961513318257627	0.960490127489193
Murinoglobulin-1	Mug1	P28665	1417835_at	0.889960784072382	0.897267493833934	0.887824102653658	0.894101716600142	0.892381442477635	0.895435800789808	0.886760414369822	0.891247076759091	0.870503368147608	0.893970335894504	0.888595570405232	0.892718322082488	0.904446857488242	0.908780057702533	0.907224696619239	0.904889179005261	0.894439789734682	0.900404638641568	0.872120861227075	0.886973040513472	0.867530391008197	0.891484173186647	0.896629525888257	0.885053149135842
